title,authors,published,url
Exploring Common and Individual Characteristics of Students via Matrix Recovering,"['Zhen Wang', 'Ben Teng', 'Yun Zhou', 'Hanshuang Tong', 'Guangtong Liu']",2020-10-23T10:42:17Z,https://arxiv.org/abs/2010.12290v1
Towards human-agent knowledge fusion (HAKF) in support of distributed coalition teams,"['Dave Braines', 'Federico Cerutti', 'Marc Roig Vilamala', 'Mani Srivastava', 'Lance Kaplan Alun Preece', 'Gavin Pearson']",2020-10-23T12:10:40Z,https://arxiv.org/abs/2010.12327v1
Tackling the Low-resource Challenge for Canonical Segmentation,"['Manuel Mager', 'Özlem Çetinoğlu', 'Katharina Kann']",2020-10-06T15:15:05Z,https://arxiv.org/abs/2010.02804v1
Robustness and Reliability of Gender Bias Assessment in Word Embeddings: The Role of Base Pairs,"['Haiyang Zhang', 'Alison Sneyd', 'Mark Stevenson']",2020-10-06T16:09:05Z,https://arxiv.org/abs/2010.02847v2
Recovering Causal Structures from Low-Order Conditional Independencies,"['Marcel Wienöbst', 'Maciej Liśkiewicz']",2020-10-06T12:47:20Z,https://arxiv.org/abs/2010.02675v1
GenAug: Data Augmentation for Finetuning Text Generators,"['Steven Y. Feng', 'Varun Gangal', 'Dongyeop Kang', 'Teruko Mitamura', 'Eduard Hovy']",2020-10-05T05:46:39Z,https://arxiv.org/abs/2010.01794v2
A Spherical Hidden Markov Model for Semantics-Rich Human Mobility Modeling,"['Wanzheng Zhu', 'Chao Zhang', 'Shuochao Yao', 'Xiaobin Gao', 'Jiawei Han']",2020-10-05T13:18:38Z,https://arxiv.org/abs/2010.01986v1
Explanation Ontology in Action: A Clinical Use-Case,"['Shruthi Chari', 'Oshani Seneviratne', 'Daniel M. Gruen', 'Morgan A. Foreman', 'Amar K. Das', 'Deborah L. McGuinness']",2020-10-04T03:52:39Z,https://arxiv.org/abs/2010.01478v1
Knowledge-Enhanced Personalized Review Generation with Capsule Graph Neural Network,"['Junyi Li', 'Siqing Li', 'Wayne Xin Zhao', 'Gaole He', 'Zhicheng Wei', 'Nicholas Jing Yuan', 'Ji-Rong Wen']",2020-10-04T03:54:40Z,https://arxiv.org/abs/2010.01480v1
Adversarial and Natural Perturbations for General Robustness,"['Sadaf Gulshad', 'Jan Hendrik Metzen', 'Arnold Smeulders']",2020-10-03T17:53:18Z,https://arxiv.org/abs/2010.01401v1
A Comparison of Discrete Latent Variable Models for Speech Representation Learning,"['Henry Zhou', 'Alexei Baevski', 'Michael Auli']",2020-10-24T01:22:14Z,https://arxiv.org/abs/2010.14230v1
Neural Networked Assisted Tree Search for the Personnel Rostering Problem,"['Ziyi Chen', 'Patrick De Causmaecker', 'Yajie Dou']",2020-10-24T22:23:20Z,https://arxiv.org/abs/2010.14252v1
Physics-Based Deep Learning for Fiber-Optic Communication Systems,"['Christian Häger', 'Henry D. Pfister']",2020-10-27T12:55:23Z,https://arxiv.org/abs/2010.14258v1
An efficient nonconvex reformulation of stagewise convex optimization problems,"['Rudy Bunel', 'Oliver Hinder', 'Srinadh Bhojanapalli', 'Krishnamurthy', 'Dvijotham']",2020-10-27T14:30:32Z,https://arxiv.org/abs/2010.14322v1
Effective FAQ Retrieval and Question Matching With Unsupervised Knowledge Injection,"['Wen-Ting Tseng', 'Tien-Hong Lo', 'Yung-Chang Hsu', 'Berlin Chen']",2020-10-27T05:03:34Z,https://arxiv.org/abs/2010.14049v1
Energy and Service-priority aware Trajectory Design for UAV-BSs using Double Q-Learning,"['Sayed Amir Hoseini', 'Ayub Bokani', 'Jahan Hassan', 'Shavbo Salehi', 'Salil S. Kanhere']",2020-10-26T05:21:30Z,https://arxiv.org/abs/2010.13346v1
Improving Limited Labeled Dialogue State Tracking with Self-Supervision,"['Chien-Sheng Wu', 'Steven Hoi', 'Caiming Xiong']",2020-10-26T21:57:42Z,https://arxiv.org/abs/2010.13920v1
Handling of uncertainty in medical data using machine learning and probability theory techniques: A review of 30 years (1991-2020),"['Roohallah Alizadehsani', 'Mohamad Roshanzamir', 'Sadiq Hussain', 'Abbas Khosravi', 'Afsaneh Koohestani', 'Mohammad Hossein Zangooei', 'Moloud Abdar', 'Adham Beykikhoshk', 'Afshin Shoeibi', 'Assef Zare', 'Maryam Panahiazar', 'Saeid Nahavandi', 'Dipti Srinivasan', 'Amir F. Atiya', 'U. Rajendra Acharya']",2020-08-23T21:54:27Z,https://arxiv.org/abs/2008.10114v1
Drive Safe: Cognitive-Behavioral Mining for Intelligent Transportation Cyber-Physical System,"['Md. Shirajum Munir', 'Sarder Fakhrul Abedin', 'Ki Tae Kim', 'Do Hyeon Kim', 'Md. Golam Rabiul Alam', 'Choong Seon Hong']",2020-08-24T01:19:40Z,https://arxiv.org/abs/2008.10148v1
Teaching a Machine to Diagnose a Heart Disease; Beginning from digitizing scanned ECGs to detecting the Brugada Syndrome (BrS),['Simon Jaxy'],2020-08-27T09:12:50Z,https://arxiv.org/abs/2009.01076v1
An Information-Theoretic Approach to Persistent Environment Monitoring Through Low Rank Model Based Planning and Prediction,"['Elizabeth A. Ricci', 'Madeleine Udell', 'Ross A. Knepper']",2020-09-02T16:19:55Z,https://arxiv.org/abs/2009.01168v1
"Excavating ""Excavating AI"": The Elephant in the Gallery",['Michael J. Lyons'],2020-09-02T17:42:06Z,https://arxiv.org/abs/2009.01215v3
Embedded Development Boards for Edge-AI: A Comprehensive Report,"['Hamza Ali Imran', 'Usama Mujahid', 'Saad Wazir', 'Usama Latif', 'Kiran Mehmood']",2020-09-02T03:34:05Z,https://arxiv.org/abs/2009.00803v1
Open-set Adversarial Defense,"['Rui Shao', 'Pramuditha Perera', 'Pong C. Yuen', 'Vishal M. Patel']",2020-09-02T04:35:33Z,https://arxiv.org/abs/2009.00814v1
Toward a Thermodynamics of Meaning,['Jonathan Scott Enderle'],2020-09-24T21:56:02Z,https://arxiv.org/abs/2009.11963v1
MinTL: Minimalist Transfer Learning for Task-Oriented Dialogue Systems,"['Zhaojiang Lin', 'Andrea Madotto', 'Genta Indra Winata', 'Pascale Fung']",2020-09-25T02:19:13Z,https://arxiv.org/abs/2009.12005v2
Predicting Sim-to-Real Transfer with Probabilistic Dynamics Models,"['Lei M. Zhang', 'Matthias Plappert', 'Wojciech Zaremba']",2020-09-27T15:06:54Z,https://arxiv.org/abs/2009.12864v1
Mitigating Gender Bias for Neural Dialogue Generation with Adversarial Learning,"['Haochen Liu', 'Wentao Wang', 'Yiqi Wang', 'Hui Liu', 'Zitao Liu', 'Jiliang Tang']",2020-09-28T02:46:59Z,https://arxiv.org/abs/2009.13028v2
Proceedings of the Sixteenth International Workshop on the ACL2 Theorem Prover and its Applications,"['Grant Passmore', 'Ruben Gamboa']",2020-09-26T05:19:33Z,https://arxiv.org/abs/2009.12521v1
Multi-Agent Systems based on Contextual Defeasible Logic considering Focus,"['Helio H. L. C. Monte-Alto', 'Mariela Morveli-Espinoza', 'Cesar A. Tacla']",2020-10-01T01:50:08Z,https://arxiv.org/abs/2010.00168v1
WeChat Neural Machine Translation Systems for WMT20,"['Fandong Meng', 'Jianhao Yan', 'Yijin Liu', 'Yuan Gao', 'Xianfeng Zeng', 'Qinsong Zeng', 'Peng Li', 'Ming Chen', 'Jie Zhou', 'Sifan Liu', 'Hao Zhou']",2020-10-01T08:15:09Z,https://arxiv.org/abs/2010.00247v2
Strategy for Boosting Pair Comparison and Improving Quality Assessment Accuracy,"['Suiyi Ling', 'Jing Li', 'Anne Flore Perrin', 'Zhi Li', 'Lukáš Krasula', 'Patrick Le Callet']",2020-10-01T13:05:09Z,https://arxiv.org/abs/2010.00370v1
SST-BERT at SemEval-2020 Task 1: Semantic Shift Tracing by Clustering in BERT-based Embedding Spaces,"['K Vani', 'Sandra Mitrovic', 'Alessandro Antonucci', 'Fabio Rinaldi']",2020-10-02T08:38:40Z,https://arxiv.org/abs/2010.00857v1
Time Matters: Time-Aware LSTMs for Predictive Business Process Monitoring,"['An Nguyen', 'Srijeet Chatterjee', 'Sven Weinzierl', 'Leo Schwinn', 'Martin Matzner', 'Bjoern Eskofier']",2020-10-02T09:37:07Z,https://arxiv.org/abs/2010.00889v3
Towards a Measure of Individual Fairness for Deep Learning,"['Krystal Maughan', 'Joseph P. Near']",2020-09-28T21:53:21Z,https://arxiv.org/abs/2009.13650v1
Large-Scale Cargo Distribution,"['Luka Stopar', 'Luka Bradesko', 'Tobias Jacobs', 'Azur Kurbašić', 'Miha Cimperman']",2020-09-29T17:55:43Z,https://arxiv.org/abs/2009.14187v1
Analysis of the displacement of terrestrial mobile robots in corridors using paraconsistent annotated evidential logic eτ,"['Flavio Amadeu Bernardini', 'Marcia Terra da Silva', 'Jair Minoro Abe', 'Luiz Antonio de Lima', 'Kanstantsin Miatluk']",2020-09-29T17:57:54Z,https://arxiv.org/abs/2009.14192v1
NADI 2020: The First Nuanced Arabic Dialect Identification Shared Task,"['Muhammad Abdul-Mageed', 'Chiyu Zhang', 'Houda Bouamor', 'Nizar Habash']",2020-10-21T22:14:28Z,https://arxiv.org/abs/2010.11334v3
NU-GAN: High resolution neural upsampling with GAN,"['Rithesh Kumar', 'Kundan Kumar', 'Vicki Anand', 'Yoshua Bengio', 'Aaron Courville']",2020-10-22T01:00:23Z,https://arxiv.org/abs/2010.11362v1
Basket Recommendation with Multi-Intent Translation Graph Neural Network,"['Zhiwei Liu', 'Xiaohan Li', 'Ziwei Fan', 'Stephen Guo', 'Kannan Achan', 'Philip S. Yu']",2020-10-22T03:52:00Z,https://arxiv.org/abs/2010.11419v1
Meta-trained agents implement Bayes-optimal agents,"['Vladimir Mikulik', 'Grégoire Delétang', 'Tom McGrath', 'Tim Genewein', 'Miljan Martic', 'Shane Legg', 'Pedro A. Ortega']",2020-10-21T18:05:21Z,https://arxiv.org/abs/2010.11223v1
A Flatter Loss for Bias Mitigation in Cross-dataset Facial Age Estimation,"['Ali Akbari', 'Muhammad Awais', 'Zhen-Hua Feng', 'Ammarah Farooq', 'Josef Kittler']",2020-10-20T15:22:29Z,https://arxiv.org/abs/2010.10368v2
Where Is the Normative Proof? Assumptions and Contradictions in ML Fairness Research,['A. Feder Cooper'],2020-10-20T16:13:46Z,https://arxiv.org/abs/2010.10407v3
Towards Scalable Distributed Training of Deep Learning on Public Cloud Clusters,"['Shaohuai Shi', 'Xianhao Zhou', 'Shutao Song', 'Xingyao Wang', 'Zilin Zhu', 'Xue Huang', 'Xinan Jiang', 'Feihu Zhou', 'Zhenyu Guo', 'Liqiang Xie', 'Rui Lan', 'Xianbin Ouyang', 'Yan Zhang', 'Jieqian Wei', 'Jing Gong', 'Weiliang Lin', 'Ping Gao', 'Peng Meng', 'Xiaomin Xu', 'Chenyang Guo', 'Bo Yang', 'Zhibo Chen', 'Yongjian Wu', 'Xiaowen Chu']",2020-10-20T17:16:29Z,https://arxiv.org/abs/2010.10458v1
Amnesiac Machine Learning,"['Laura Graves', 'Vineel Nagisetty', 'Vijay Ganesh']",2020-10-21T13:14:17Z,https://arxiv.org/abs/2010.10981v1
Proximal Policy Gradient: PPO with Policy Gradient,"['Ju-Seung Byun', 'Byungmoon Kim', 'Huamin Wang']",2020-10-20T00:14:57Z,https://arxiv.org/abs/2010.09933v1
Improving Generalization in Reinforcement Learning with Mixture Regularization,"['Kaixin Wang', 'Bingyi Kang', 'Jie Shao', 'Jiashi Feng']",2020-10-21T08:12:03Z,https://arxiv.org/abs/2010.10814v1
Improved Runtime Results for Simple Randomised Search Heuristics on Linear Functions with a Uniform Constraint,"['Frank Neumann', 'Mojgan Pourhassan', 'Carsten Witt']",2020-10-21T10:42:39Z,https://arxiv.org/abs/2010.10885v1
A Maximum Independent Set Method for Scheduling Earth Observing Satellite Constellations,"['Duncan Eddy', 'Mykel J. Kochenderfer']",2020-08-15T19:32:21Z,https://arxiv.org/abs/2008.08446v1
Analysis of Social Robotic Navigation approaches: CNN Encoder and Incremental Learning as an alternative to Deep Reinforcement Learning,"['Janderson Ferreira', 'Agostinho A. F. Júnior', 'Letícia Castro', 'Yves M. Galvão', 'Pablo Barros', 'Bruno J. T. Fernandes']",2020-08-18T14:54:24Z,https://arxiv.org/abs/2008.07965v2
"Urban Bike Lane Planning with Bike Trajectories: Models, Algorithms, and a Real-World Case Study","['Sheng Liu', 'Zuo-Jun Max Shen', 'Xiang Ji']",2020-08-21T18:46:51Z,https://arxiv.org/abs/2008.09645v1
Few-Shot Image Classification via Contrastive Self-Supervised Learning,"['Jianyi Li', 'Guizhong Liu']",2020-08-23T02:24:31Z,https://arxiv.org/abs/2008.09942v1
Towards a Flexible Embedding Learning Framework,"['Chin-Chia Michael Yeh', 'Dhruv Gelda', 'Zhongfang Zhuang', 'Yan Zheng', 'Liang Gou', 'Wei Zhang']",2020-09-23T08:00:56Z,https://arxiv.org/abs/2009.10989v1
Unsupervised Feature Learning for Event Data: Direct vs Inverse Problem Formulation,"['Dimche Kostadinov', 'Davide Scaramuzza']",2020-09-23T10:40:03Z,https://arxiv.org/abs/2009.11044v2
Understanding Fairness of Gender Classification Algorithms Across Gender-Race Groups,"['Anoop Krishnan', 'Ali Almadan', 'Ajita Rattani']",2020-09-24T04:56:10Z,https://arxiv.org/abs/2009.11491v1
On Data Augmentation for Extreme Multi-label Classification,"['Danqing Zhang', 'Tao Li', 'Haiyang Zhang', 'Bing Yin']",2020-09-22T19:31:08Z,https://arxiv.org/abs/2009.10778v1
Behavioral Repertoires for Soft Tensegrity Robots,"['Kyle Doney', 'Aikaterini Petridou', 'Jacob Karaul', 'Ali Khan', 'Geoffrey Liu', 'John Rieffel']",2020-09-23T00:09:35Z,https://arxiv.org/abs/2009.10864v2
Online AUC Optimization for Sparse High-Dimensional Datasets,"['Baojian Zhou', 'Yiming Ying', 'Steven Skiena']",2020-09-23T00:50:01Z,https://arxiv.org/abs/2009.10867v1
Pruning Convolutional Filters using Batch Bridgeout,"['Najeeb Khan', 'Ian Stavness']",2020-09-23T01:51:47Z,https://arxiv.org/abs/2009.10893v1
AliMe KG: Domain Knowledge Graph Construction and Application in E-commerce,"['Feng-Lin Li', 'Hehong Chen', 'Guohai Xu', 'Tian Qiu', 'Feng Ji', 'Ji Zhang', 'Haiqing Chen']",2020-09-24T13:40:18Z,https://arxiv.org/abs/2009.11684v1
Enterprise AI Canvas -- Integrating Artificial Intelligence into Business,['U. Kerzel'],2020-09-18T07:30:56Z,https://arxiv.org/abs/2009.11190v1
Scalable Adversarial Attack on Graph Neural Networks with Alternating Direction Method of Multipliers,"['Boyuan Feng', 'Yuke Wang', 'Xu Li', 'Yufei Ding']",2020-09-22T00:33:36Z,https://arxiv.org/abs/2009.10233v1
SQuARE: Semantics-based Question Answering and Reasoning Engine,"['Kinjal Basu', 'Sarat Chandra Varanasi', 'Farhad Shakerin', 'Gopal Gupta']",2020-09-22T00:48:18Z,https://arxiv.org/abs/2009.10239v1
Differentially Private Secure Multi-Party Computation for Federated Learning in Financial Applications,"['David Byrd', 'Antigoni Polychroniadou']",2020-10-12T17:16:27Z,https://arxiv.org/abs/2010.05867v1
How does Weight Correlation Affect the Generalisation Ability of Deep Neural Networks,"['Gaojie Jin', 'Xinping Yi', 'Liang Zhang', 'Lijun Zhang', 'Sven Schewe', 'Xiaowei Huang']",2020-10-12T19:18:27Z,https://arxiv.org/abs/2010.05983v3
Evaluating the Safety of Deep Reinforcement Learning Models using Semi-Formal Verification,"['Davide Corsi', 'Enrico Marchesini', 'Alessandro Farinelli']",2020-10-19T11:18:06Z,https://arxiv.org/abs/2010.09387v1
Query-aware Tip Generation for Vertical Search,"['Yang Yang', 'Junmei Hao', 'Canjia Li', 'Zili Wang', 'Jingang Wang', 'Fuzheng Zhang', 'Rao Fu', 'Peixu Hou', 'Gong Zhang', 'Zhongyuan Wang']",2020-10-19T06:48:40Z,https://arxiv.org/abs/2010.09254v1
SMAC: Symbiotic Multi-Agent Construction,"['Caleb Wagner', 'Neel Dhanaraj', 'Trevor Rizzo', 'Josue Contreras', 'Hannan Liang', 'Gregory Lewin', 'Carlo Pinciroli']",2020-10-16T16:19:02Z,https://arxiv.org/abs/2010.08473v1
Multi-Agent Collaboration via Reward Attribution Decomposition,"['Tianjun Zhang', 'Huazhe Xu', 'Xiaolong Wang', 'Yi Wu', 'Kurt Keutzer', 'Joseph E. Gonzalez', 'Yuandong Tian']",2020-10-16T17:42:11Z,https://arxiv.org/abs/2010.08531v1
DOOM: A Novel Adversarial-DRL-Based Op-Code Level Metamorphic Malware Obfuscator for the Enhancement of IDS,"['Mohit Sewak', 'Sanjay K. Sahay', 'Hemant Rathore']",2020-10-16T19:57:06Z,https://arxiv.org/abs/2010.08608v1
DIME: An Online Tool for the Visual Comparison of Cross-Modal Retrieval Models,"['Tony Zhao', 'Jaeyoung Choi', 'Gerald Friedland']",2020-10-19T16:35:30Z,https://arxiv.org/abs/2010.09641v1
Filtered Batch Normalization,"['Andras Horvath', 'Jalal Al-afandi']",2020-10-16T08:56:57Z,https://arxiv.org/abs/2010.08251v1
On the Usage of Generative Models for Network Anomaly Detection in Multivariate Time-Series,"['Gastón García González', 'Pedro Casas', 'Alicia Fernández', 'Gabriel Gómez']",2020-10-16T10:22:25Z,https://arxiv.org/abs/2010.08286v1
On the surprising similarities between supervised and self-supervised models,"['Robert Geirhos', 'Kantharaju Narayanappa', 'Benjamin Mitzkus', 'Matthias Bethge', 'Felix A. Wichmann', 'Wieland Brendel']",2020-10-16T13:28:13Z,https://arxiv.org/abs/2010.08377v1
Imitation with Neural Density Models,"['Kuno Kim', 'Akshat Jindal', 'Yang Song', 'Jiaming Song', 'Yanan Sui', 'Stefano Ermon']",2020-10-19T19:38:36Z,https://arxiv.org/abs/2010.09808v1
Autonomous Control of a Particle Accelerator using Deep Reinforcement Learning,"['Xiaoying Pang', 'Sunil Thulasidasan', 'Larry Rybarcyk']",2020-10-16T04:02:01Z,https://arxiv.org/abs/2010.08141v2
Generating Diverse Translation from Model Distribution with Dropout,"['Xuanfu Wu', 'Yang Feng', 'Chenze Shao']",2020-10-16T05:50:00Z,https://arxiv.org/abs/2010.08178v1
Emergent and Unspecified Behaviors in Streaming Decision Trees,"['Chaitanya Manapragada', 'Geoffrey I Webb', 'Mahsa Salehi', 'Albert Bifet']",2020-10-16T07:02:30Z,https://arxiv.org/abs/2010.08199v1
Unsupervised Natural Language Inference via Decoupled Multimodal Contrastive Learning,"['Wanyun Cui', 'Guangyu Zheng', 'Wei Wang']",2020-10-16T07:12:53Z,https://arxiv.org/abs/2010.08200v1
Deep-HOSeq: Deep Higher Order Sequence Fusion for Multimodal Sentiment Analysis,"['Sunny Verma', 'Jiwei Wang', 'Zhefeng Ge', 'Rujia Shen', 'Fan Jin', 'Yang Wang', 'Fang Chen', 'Wei Liu']",2020-10-16T08:02:11Z,https://arxiv.org/abs/2010.08218v1
Answer Span Correction in Machine Reading Comprehension,"['Revanth Gangi Reddy', 'Md Arafat Sultan', 'Efsun Sarioglu Kayi', 'Rong Zhang', 'Vittorio Castelli', 'Avirup Sil']",2020-11-06T15:31:07Z,https://arxiv.org/abs/2011.03435v1
Learning with Molecules beyond Graph Neural Networks,"['Gustav Sourek', 'Filip Zelezny', 'Ondrej Kuzelka']",2020-11-06T17:42:42Z,https://arxiv.org/abs/2011.03488v1
"Graph integration of structured, semistructured and unstructured data for data journalism","['Oana Balalau', 'Catarina Conceiç{ã}o', 'Helena Galhardas', 'Ioana Manolescu', 'Tayeb Merabti', 'Jingmao You', 'Youssr Youssef']",2020-07-23T08:55:09Z,https://arxiv.org/abs/2007.12488v2
Learning through Probing: a decentralized reinforcement learning architecture for social dilemmas,"['Nicolas Anastassacos', 'Mirco Musolesi']",2018-09-26T14:10:13Z,https://arxiv.org/abs/1809.10007v2
Active Reinforcement Learning: Observing Rewards at a Cost,"['David Krueger', 'Jan Leike', 'Owain Evans', 'John Salvatier']",2020-11-13T01:01:13Z,https://arxiv.org/abs/2011.06709v2
Heterogeneous Graph Collaborative Filtering,"['Zekun Li', 'Yujia Zheng', 'Shu Wu', 'Xiaoyu Zhang', 'Liang Wang']",2020-11-13T08:34:53Z,https://arxiv.org/abs/2011.06807v2
Fuzzy Stochastic Timed Petri Nets for Causal properties representation,"['Alejandro Sobrino', 'Eduardo C. Garrido-Merchan', 'Cristina Puente']",2020-11-24T13:22:34Z,https://arxiv.org/abs/2011.12075v1
Tackling Domain-Specific Winograd Schemas with Knowledge-Based Reasoning and Machine Learning,"['Suk Joon Hong', 'Brandon Bennett']",2020-11-24T13:34:38Z,https://arxiv.org/abs/2011.12081v1
Supervised Learning Achieves Human-Level Performance in MOBA Games: A Case Study of Honor of Kings,"['Deheng Ye', 'Guibin Chen', 'Peilin Zhao', 'Fuhao Qiu', 'Bo Yuan', 'Wen Zhang', 'Sheng Chen', 'Mingfei Sun', 'Xiaoqian Li', 'Siqin Li', 'Jing Liang', 'Zhenjie Lian', 'Bei Shi', 'Liang Wang', 'Tengfei Shi', 'Qiang Fu', 'Wei Yang', 'Lanxiao Huang']",2020-11-25T08:45:55Z,https://arxiv.org/abs/2011.12582v1
"The Geometry of Distributed Representations for Better Alignment, Attenuated Bias, and Improved Interpretability",['Sunipa Dev'],2020-11-25T01:04:11Z,https://arxiv.org/abs/2011.12465v1
Manifold Partition Discriminant Analysis,"['Yang Zhou', 'Shiliang Sun']",2020-11-23T16:33:23Z,https://arxiv.org/abs/2011.11521v1
Large Scale Multimodal Classification Using an Ensemble of Transformer Models and Co-Attention,"['Varnith Chordia', 'Vijay Kumar BG']",2020-11-23T21:22:54Z,https://arxiv.org/abs/2011.11735v1
Learning to Resolve Conflicts for Multi-Agent Path Finding with Conflict-Based Search,"['Taoan Huang', 'Bistra Dilkina', 'Sven Koenig']",2020-12-10T22:44:35Z,https://arxiv.org/abs/2012.06005v1
Price Suggestion for Online Second-hand Items with Texts and Images,"['Liang Han', 'Zhaozheng Yin', 'Zhurong Xia', 'Mingqian Tang', 'Rong Jin']",2020-12-10T22:50:42Z,https://arxiv.org/abs/2012.06008v1
Cost-to-Go Function Generating Networks for High Dimensional Motion Planning,"['Jinwook Huh', 'Volkan Isler', 'Daniel D. Lee']",2020-12-10T23:38:53Z,https://arxiv.org/abs/2012.06023v1
Provable Defense against Privacy Leakage in Federated Learning from Representation Perspective,"['Jingwei Sun', 'Ang Li', 'Binghui Wang', 'Huanrui Yang', 'Hai Li', 'Yiran Chen']",2020-12-08T20:42:12Z,https://arxiv.org/abs/2012.06043v1
Approches quantitatives de l'analyse des pr{é}dictions en traduction automatique neuronale (TAN),"['Maria Zimina-Poirot', 'Nicolas Ballier', 'Jean-Baptiste Yunès']",2020-12-10T09:31:59Z,https://arxiv.org/abs/2012.05541v1
Equivalent Causal Models,['Sander Beckers'],2020-12-10T11:43:35Z,https://arxiv.org/abs/2012.05603v1
Scalable and interpretable rule-based link prediction for large heterogeneous knowledge graphs,"['Simon Ott', 'Laura Graf', 'Asan Agibetov', 'Christian Meilicke', 'Matthias Samwald']",2020-12-10T15:36:47Z,https://arxiv.org/abs/2012.05750v1
Deliberative and Conceptual Inference in Service Robots,"['Luis A. Pineda', 'Noé Hernández', 'Arturo Rodríguez', 'Ricardo Cruz', 'Gibrán Fuentes']",2020-12-13T18:30:15Z,https://arxiv.org/abs/2012.07121v1
Learning Contextual Causality from Time-consecutive Images,"['Hongming Zhang', 'Yintong Huo', 'Xinran Zhao', 'Yangqiu Song', 'Dan Roth']",2020-12-13T20:24:48Z,https://arxiv.org/abs/2012.07138v1
"Revisiting ""Qualitatively Characterizing Neural Network Optimization Problems""",['Jonathan Frankle'],2020-12-12T20:01:33Z,https://arxiv.org/abs/2012.06898v1
GAN-based Recommendation with Positive-Unlabeled Sampling,"['Yao Zhou', 'Jianpeng Xu', 'Jun Wu', 'Zeinab Taghavi Nasrabadi', 'Evren Korpeoglu', 'Kannan Achan', 'Jingrui He']",2020-12-12T20:08:51Z,https://arxiv.org/abs/2012.06901v1
OPAC: Opportunistic Actor-Critic,"['Srinjoy Roy', 'Saptam Bakshi', 'Tamal Maharaj']",2020-12-11T18:33:35Z,https://arxiv.org/abs/2012.06555v1
Learning Multi-Arm Manipulation Through Collaborative Teleoperation,"['Albert Tung', 'Josiah Wong', 'Ajay Mandlekar', 'Roberto Martín-Martín', 'Yuke Zhu', 'Li Fei-Fei', 'Silvio Savarese']",2020-12-12T05:43:43Z,https://arxiv.org/abs/2012.06738v1
Biased Models Have Biased Explanations,"['Aditya Jain', 'Manish Ravula', 'Joydeep Ghosh']",2020-12-20T18:09:45Z,https://arxiv.org/abs/2012.10986v1
A Single Iterative Step for Anytime Causal Discovery,"['Raanan Y. Rohekar', 'Yaniv Gurwicz', 'Shami Nisimov', 'Gal Novik']",2020-12-14T13:46:01Z,https://arxiv.org/abs/2012.07513v2
Detecting Insincere Questions from Text: A Transfer Learning Approach,"['Ashwin Rachha', 'Gaurav Vanmane']",2020-12-07T15:03:48Z,https://arxiv.org/abs/2012.07587v1
"Infrastructure for Artificial Intelligence, Quantum and High Performance Computing","['William Gropp', 'Sujata Banerjee', 'Ian Foster']",2020-12-16T22:41:24Z,https://arxiv.org/abs/2012.09303v1
Series Saliency: Temporal Interpretation for Multivariate Time Series Forecasting,"['Qingyi Pan', 'Wenbo Hu', 'Jun Zhu']",2020-12-16T23:48:00Z,https://arxiv.org/abs/2012.09324v1
Computational principles of intelligence: learning and reasoning with neural networks,['Abel Torres Montoya'],2020-12-17T10:03:26Z,https://arxiv.org/abs/2012.09477v1
Bandit-based Communication-Efficient Client Selection Strategies for Federated Learning,"['Yae Jee Cho', 'Samarth Gupta', 'Gauri Joshi', 'Osman Yağan']",2020-12-14T23:35:03Z,https://arxiv.org/abs/2012.08009v1
"General Policies, Serializations, and Planning Width","['Blai Bonet', 'Hector Geffner']",2020-12-15T01:33:59Z,https://arxiv.org/abs/2012.08033v2
Efficient Clustering from Distributions over Topics,"['Carlos Badenes-Olmedo', 'Jose-Luis Redondo García', 'Oscar Corcho']",2020-12-15T10:52:19Z,https://arxiv.org/abs/2012.08206v1
Can Transformers Reason About Effects of Actions?,"['Pratyay Banerjee', 'Chitta Baral', 'Man Luo', 'Arindam Mitra', 'Kuntal Pal', 'Tran C. Son', 'Neeraj Varshney']",2020-12-17T21:12:58Z,https://arxiv.org/abs/2012.09938v1
Binomial Tails for Community Analysis,"['Omid Madani', 'Thanh Ngo', 'Weifei Zeng', 'Sai Ankith Averine', 'Sasidhar Evuru', 'Varun Malhotra', 'Shashidhar Gandham', 'Navindra Yadav']",2020-12-17T23:04:10Z,https://arxiv.org/abs/2012.09968v1
Building domain specific lexicon based on TikTok comment dataset,['Hao Jiaxiang'],2020-12-16T07:26:43Z,https://arxiv.org/abs/2012.08773v1
Unsupervised Image Segmentation using Mutual Mean-Teaching,"['Zhichao Wu', 'Lei Guo', 'Hao Zhang', 'Dan Xu']",2020-12-16T13:13:34Z,https://arxiv.org/abs/2012.08922v1
Polynomial-Time Algorithms for Counting and Sampling Markov Equivalent DAGs,"['Marcel Wienöbst', 'Max Bannach', 'Maciej Liśkiewicz']",2020-12-17T15:47:15Z,https://arxiv.org/abs/2012.09679v1
Building and Using Personal Knowledge Graph to Improve Suicidal Ideation Detection on Social Media,"['Lei Cao', 'Huijun Zhang', 'Ling Feng']",2020-12-16T18:09:32Z,https://arxiv.org/abs/2012.09123v1
An Improved Simulation Model for Pedestrian Crowd Evacuation,"['Danial A. Muhammed', 'Tarik A. Rashid', 'Abeer Alsadoon', 'Nebojsa Bacanin', 'Polla Fattah', 'Mokhtar Mohammadi', 'Indradip Banerjee']",2020-12-04T18:25:03Z,https://arxiv.org/abs/2012.09135v1
